ID,Last_Season,predicted_value,min_value,mean_value,max_value,Seasons,Attempts,ForcedMissedTackleRate,ExplosiveRate,TDP,YardsAfterContact,YPRR,WAR,RushWAR,RecWAR,best_Attempts,best_ForcedMissedTackleRate,best_ExplosiveRate,best_TDP,best_YardsAfterContact,best_YPRR,best_WAR,best_RushWAR,best_RecWAR,worst_Attempts,worst_ForcedMissedTackleRate,worst_ExplosiveRate,worst_TDP,worst_YardsAfterContact,worst_YPRR,worst_WAR,worst_RushWAR,worst_RecWAR,Strength_Power 5,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y
Ashton Jeanty - 157196,2024,69.33,59.72,67.44,76.71,3,0.988651838,0.9845665,0.801180209,0.814798003,0.980481162,0.915416098,0.982923154,0.875462392,0.975339088,0.999546074,0.979119383,0.661370858,0.791647753,0.983658647,0.9717797,0.993390951,0.984007526,0.989651929,0.936904222,0.959146618,0.826146164,0.748524739,0.94734453,0.498862085,0.938993391,0.984007526,0.989651929,0,68.5,211,29.25,72.75,19.6,1.536,4.488,35.3,119.8,7.09,4.32,4.42
RJ Harvey - 99622,2024,55.03,50.45,55.12,58.59,3,0.943713118,0.951429868,0.943259192,0.882433046,0.869269178,0.854934061,0.953792064,0.84217016,0.934032059,0.922378575,0.901951884,0.931457104,0.909214707,0.791647753,0.826126536,0.924758516,0.787394167,0.896519285,0.868361325,0.956876986,0.93962778,0.729459828,0.904675443,0.871187984,0.970513472,0.787394167,0.896519285,1,68,205,29,71.25,16,1.57,4.4,38,127,7.034,4.34,4.49
Omarion Hampton - 162750,2024,54.99,52.84,55.61,59.42,3,0.963231956,0.791647753,0.674534725,0.828869723,0.86518384,0.62937699,0.965344048,0.824907522,0.953144266,0.975941897,0.81389015,0.583295506,0.803449841,0.904675443,0.702321347,0.970005084,0.829727187,0.953904045,0.777576033,0.611438947,0.741715842,0.820699047,0.321833863,0.552571689,0.479918658,0.829727187,0.953904045,1,71.75,221,30.5,74.75,18,1.54,4.46,38,130,7.03,4.4,4.44
CJ Campbell - 143876,2024,52.46,50.35,55.24,63.15,1,0.901044031,0.987290059,0.65592374,0.853835679,0.938719927,0.956343793,0.987945756,0.98458693,0.985203453,0.781661371,0.947798457,0.472083522,0.656377667,0.834770767,0.907601274,0.946110829,0.943555974,0.93508937,0.949614163,0.990921471,0.788016341,0.900136178,0.958692692,0.969959035,0.994407728,0.943555974,0.93508937,0,69.751,208.8,30.45,74.076,12.8,1.55,4.492,34.8,119.4,7.116,4.34,4.466
Daylan Smothers - 173719,2024,52.44,45.55,51.32,54.65,1,0.586926918,0.954607354,0.969133,0.861098502,0.975941897,0.962710323,0.952787544,0.946979038,0.94081381,0.467998184,0.888788016,0.91012256,0.671811167,0.928279619,0.921256259,0.868327402,0.872060207,0.833490122,0.777576033,0.971856559,0.975034044,0.906945075,0.983204721,0.974965863,0.981189629,0.872060207,0.833490122,1,70.4,214.8,30.975,75.025,17.4,1.53,4.442,38.3,125,6.978,4.208,4.492
Cameron Skattebo - 147787,2024,49.63,45.98,51.74,57.82,2,0.977303677,0.976395824,0.616886064,0.823876532,0.841125738,0.884038199,0.977900552,0.710234279,0.966091245,0.9845665,0.93191103,0.531547889,0.713572401,0.852927826,0.868456987,0.995424504,0.964252117,0.99247413,0.949160236,0.981842941,0.683159328,0.833408988,0.726736269,0.861174329,0.118962888,0.964252117,0.99247413,1,69.5,219,29.875,73.875,21,1.55,4.556,39.5,123,7.056,4.24,4.59
Seth McGowan - 122936,2024,47.36,43.25,50.1,58.5,2,0.69314571,0.931457104,0.881525193,0.391284612,0.814344076,0.980445657,0.94123556,0.944512947,0.917385943,0.750340445,0.851566046,0.85882887,0.475714934,0.752610077,0.981338188,0.92323335,0.928504233,0.898400753,0.556513845,0.957330912,0.839763958,0.339990921,0.807989106,0.946745562,0.927300458,0.928504233,0.898400753,0,69.775,197.8,30.55,73.175,15.2,1.566,4.54,35.5,121.4,7.094,4.314,4.454
Jonah Coleman - 158717,2024,47.27,40.81,46.32,50.01,3,0.8061734,0.977757603,0.856559237,0.625056741,0.954607354,0.573897226,0.938221999,0.702836005,0.906905055,0.847026782,0.943259192,0.822968679,0.494325919,0.97821153,0.724624488,0.944585663,0.87770461,0.917215428,0.689514299,0.979573309,0.795733091,0.683613255,0.73808443,0.269003186,0.458057956,0.87770461,0.917215428,1,71.35,215,31.825,76.7,19.8,1.548,4.458,36.4,125.6,7.09,4.246,4.444
Jeremiyah Love - 171090,2024,46.3,37.76,45,51.53,2,0.743531548,0.979573309,0.694961416,0.779391739,0.951883795,0.866757617,0.950276243,0.970406905,0.987669544,0.772128915,0.974580118,0.528370404,0.946436677,0.912846119,0.801547565,0.959328927,0.565380997,0.658513641,0.669541534,0.946890604,0.801634135,0.255560599,0.945528824,0.887573964,0.846466701,0.565380997,0.658513641,1,69.4,210.6,30.625,73.725,18,1.54,4.51,34.5,122.2,6.954,4.19,4.444
Quinshon Judkins - 157128,2024,43.82,41.55,45.42,49.33,3,0.988197912,0.803903768,0.669995461,0.812074444,0.680889696,0.524783993,0.930688096,0.573982737,0.899506782,0.971402633,0.717203813,0.527916478,0.731275533,0.586019065,0.565771507,0.919166243,0.815616181,0.883349012,0.972764412,0.824330458,0.78438493,0.836132547,0.73808443,0.571688666,0.778851042,0.815616181,0.883349012,1,71.625,221,30.25,73.5,20.2,1.51,4.48,38.5,132,7.044,4.292,4.52
Dylan Sampson - 163772,2024,43.27,36.03,41.64,45.85,3,0.839763958,0.823422606,0.787562415,0.950975942,0.905129369,0.702137335,0.938724259,0.917385943,0.963008631,0.955515207,0.862460281,0.679527916,0.940081707,0.938719927,0.773782431,0.930859176,0.565380997,0.658513641,0.556513845,0.603722197,0.79845665,0.896504766,0.813436223,0.666818389,0.771225216,0.565380997,0.658513641,1,68.125,200,30.5,73,13,1.528,4.406,35,124,6.97,4.202,4.48
TreVeyon Henderson - 145059,2024,42.56,39.81,42.16,43.04,4,0.859282796,0.669541534,0.83567862,0.878801634,0.899682251,0.706230105,0.956303365,0.863748459,0.937731196,0.817975488,0.757149342,0.901044031,0.832955061,0.91783931,0.732817478,0.963904423,0.871119473,0.949200376,0.837494326,0.353608715,0.706763504,0.843849296,0.560599183,0.286299499,0.286222674,0.871119473,0.949200376,1,70.125,202,30.75,76.125,20,1.52,4.43,38.5,128,6.892,4.258,4.48
Aneyas Williams - 184108,2024,42.01,35.75,41.79,47.09,1,0.113481616,0.997276441,0.667725828,0.76895143,0.975034044,0.91996362,0.888498242,0.926017263,0.86189889,0.106218793,0.989559691,0.480708125,0.560599183,0.925102133,0.830223031,0.746822572,0.832549389,0.696142992,0.21697685,0.998638221,0.797094871,0.860190649,0.982296868,0.944924898,0.948144382,0.832549389,0.696142992,1,71.325,217,30.65,75.3,18.6,1.544,4.5,37.6,125.4,7.044,4.204,4.5
Quali Conley - 141259,2024,41.9,34.32,40.16,44.35,2,0.837948252,0.94734453,0.821152973,0.800726282,0.941897413,0.782173715,0.909090909,0.79161529,0.858199753,0.733091239,0.937358148,0.756695415,0.687244666,0.898320472,0.702321347,0.846466701,0.733772342,0.779868297,0.897412619,0.918293236,0.825238311,0.819337267,0.937358148,0.808830223,0.924250127,0.733772342,0.779868297,1,70.05,209.6,30.7,73.925,17.2,1.542,4.494,37.6,124.8,6.962,4.19,4.484
Trevor Etienne - 157730,2024,40.01,34.38,40.07,44.97,3,0.775760327,0.919201089,0.817975488,0.81252837,0.90240581,0.657116871,0.906077348,0.810110974,0.872996301,0.653654108,0.839310032,0.762142533,0.74580118,0.850658193,0.670914884,0.855617692,0.77798683,0.80809031,0.873354517,0.945074898,0.754879709,0.802088062,0.874716296,0.539827037,0.910015252,0.77798683,0.80809031,1,68.75,198,29.25,70.5,15,1.51,4.42,35,124,6.898,4.242,4.47
Evan Pryor - 145057,2024,38.49,36.2,40.38,45.24,1,0.319564231,0.468906037,0.631865638,0.983204721,0.993191103,0.955434288,0.904570568,0.924784217,0.868680641,0.27598729,0.348161598,0.446209714,0.949614163,0.975487971,0.90578061,0.773767158,0.828786453,0.706491063,0.537448933,0.639582388,0.769859283,0.98592828,0.994552882,0.969048703,0.956278597,0.828786453,0.706491063,1,71.95,223.6,30.8,75.175,18.6,1.554,4.504,36.2,125,7.072,4.204,4.498
Isaac Brown - 183312,2024,37.21,31.48,36.64,39.66,1,0.899228325,0.836132547,0.937812074,0.862006355,0.946436677,0.577535243,0.960823707,0.930949445,0.94512947,0.774852474,0.706309578,0.840217885,0.673626872,0.847934635,0.41101502,0.877986782,0.837253057,0.841956726,0.947798457,0.900590104,0.952337721,0.907399001,0.96277803,0.73736914,0.983223183,0.837253057,0.841956726,1,70.925,214.8,31.275,74.9,18.6,1.556,4.522,36.8,124,6.968,4.192,4.506
Brashard Smith - 143951,2024,35.51,34.77,36.66,40.44,1,0.979119383,0.776214253,0.699046754,0.790285974,0.746255107,0.894952251,0.99949774,0.998766954,0.999383477,0.924648207,0.630503858,0.512936904,0.586472991,0.562868815,0.786982249,0.993899339,0.986829727,0.990592662,0.987743985,0.862914208,0.817521562,0.868815252,0.846572855,0.927628584,1,0.986829727,0.990592662,0,69.875,194,30.5,74,15.8,1.58,4.39,32.5,117,7.1,4.316,4.49
Braydon Bennett - 122318,2024,35.28,31.19,35.09,40.11,3,0.650022696,0.952791648,0.946436677,0.93191103,0.882886972,0.938608458,0.873932697,0.770036991,0.800863132,0.660463005,0.971856559,0.993191103,0.916477531,0.88697231,0.962676377,0.869852567,0.9275635,0.814675447,0.669541534,0.844757149,0.826146164,0.834316841,0.704039946,0.829767865,0.247076767,0.9275635,0.814675447,0,70.275,211.4,30.6,74.475,16.2,1.578,4.542,34,119.6,7.114,4.282,4.504
Fluff Bothwell - 190075,2024,34.41,33.83,35.53,37.58,1,0.726282342,0.93962778,0.940535633,0.989105765,0.981842941,0.422010005,0.883977901,0.646115906,0.817509248,0.577394462,0.859282796,0.845211076,0.967771221,0.938719927,0.304961311,0.738179969,0.383819379,0.634054563,0.85882887,0.963685883,0.954153427,0.990921471,0.986382206,0.624487938,0.946619217,0.383819379,0.634054563,0,69.5,203.8,30.075,72.9,15.6,1.572,4.618,35.1,118.8,7.126,4.294,4.484
Bhayshul Tuten - 150568,2024,33.77,30.22,32.58,33.77,2,0.924194281,0.974580118,0.817521562,0.879255561,0.946436677,0.438381082,0.273229533,0.061652281,0.33107275,0.817975488,0.945074898,0.768497503,0.832955061,0.914207898,0.489303596,0.684799187,0.390404516,0.562558796,0.958238765,0.97049478,0.8061734,0.851566046,0.931003177,0.406463359,0.067615658,0.390404516,0.562558796,1,69.25,206,29.5,72.875,22,1.49,4.32,40.5,130,6.924,4.41,4.35
Darius Taylor - 173422,2024,33.55,31.71,37.36,44.75,2,0.91148434,0.788470268,0.687244666,0.530640036,0.911030413,0.841746248,0.983425414,0.975339088,0.974722565,0.873808443,0.639128461,0.624602814,0.441216523,0.805719473,0.708238507,0.975597356,0.966133584,0.963311383,0.910576487,0.867453473,0.709033137,0.63413527,0.934180663,0.891215294,0.968479919,0.966133584,0.963311383,1,68.925,203.8,30.125,73.225,19,1.566,4.52,34.7,119,6.932,4.166,4.44
Ollie Gordon - 157792,2024,32.94,27.95,32.65,35.27,3,0.923286428,0.826600091,0.529278257,0.741261916,0.740807989,0.519326967,0.837267705,0.313810111,0.781750925,0.978665456,0.804811621,0.5660463,0.744893327,0.73808443,0.419208011,0.936959837,0.887111947,0.908748824,0.581025874,0.846118929,0.488878802,0.573309124,0.729913754,0.666818389,0.126588714,0.887111947,0.908748824,1,73.375,226,32.75,80,17.2,1.6,4.61,34.5,120,7.004,4.296,4.54
LeQuint Allen - 158290,2024,32.57,30.24,34.54,39.52,3,0.91148434,0.89605084,0.521107581,0.546981389,0.93191103,0.749886312,0.989954797,0.976572133,0.981504316,0.941443486,0.968679074,0.662732637,0.703132093,0.995006809,0.653618571,0.997458058,0.985888993,0.994355597,0.33499773,0.7907399,0.420335906,0.415796641,0.654561961,0.710514338,0.917132689,0.985888993,0.994355597,1,72.125,204,32,78.625,19.8,1.562,4.544,35,120,7.054,4.272,4.52
Bryson Washington - 174649,2024,31.89,29.18,33.03,37.83,1,0.920108942,0.444394008,0.513390831,0.863368134,0.950522015,0.828558436,0.966348569,0.893341554,0.956843403,0.808896959,0.329550613,0.364049024,0.675442578,0.85882887,0.679563041,0.890696492,0.762935089,0.866415804,0.959146618,0.615070359,0.695869269,0.907852928,0.965501589,0.8857533,0.985256736,0.762935089,0.866415804,1,69.725,206.6,30.075,72.55,22.6,1.568,4.566,37.7,122.8,6.99,4.174,4.506
Marion Lukes - 145697,2024,31.39,27.33,32.61,39.1,3,0.748978665,0.883794825,0.768497503,0.519745801,0.822968679,0.924965894,0.932194877,0.959309494,0.959309494,0.769859283,0.826600091,0.735360872,0.578756241,0.780753518,0.926263086,0.918657855,0.565380997,0.658513641,0.467998184,0.909214707,0.757603268,0.539718566,0.748070813,0.871187984,0.609557702,0.565380997,0.658513641,0,69.825,208.2,30.825,74.475,16.8,1.58,4.536,34.5,120.4,7.056,4.314,4.494
Tre Stewart - 160817,2024,31.27,26.73,29.8,31.7,1,0.995006809,0.832501135,0.88697231,0.961416251,0.915569678,0.718053661,0.649924661,0.048088779,0.654130703,0.975034044,0.699046754,0.752156151,0.88833409,0.785292783,0.53117888,0.665988815,0.048918156,0.452492944,0.997276441,0.897412619,0.926009986,0.972310486,0.945528824,0.820664543,0.527707168,0.048918156,0.452492944,0,70.475,211.8,30.9,75.05,20.2,1.54,4.528,36.2,124,7.1,4.268,4.502
Jarquez Hunter - 146662,2024,30.61,30.61,33.1,40.08,4,0.816159782,0.953699501,0.906945075,0.605991829,0.921016795,0.618462938,0.865896534,0.601109741,0.814426634,0.828415797,0.981389015,0.912846119,0.670449387,0.856105311,0.818843878,0.864260295,0.761053622,0.825023518,0.777576033,0.868815252,0.73944621,0.589650477,0.916931457,0.563950842,0.248093543,0.761053622,0.825023518,1,69.375,204,30,72.625,21,1.58,4.44,33.5,120,7.212,4.294,4.46
Ahmad Hardy - 190013,2024,29.97,28.62,30.93,33.23,1,0.983658647,0.986382206,0.631865638,0.719019519,0.961870177,0.457935425,0.833249623,0.266954377,0.778668311,0.932818883,0.945074898,0.446209714,0.512482978,0.88697231,0.329995448,0.665988815,0.181561618,0.582314205,0.989559691,0.990013618,0.769859283,0.832501135,0.972764412,0.654073737,0.918149466,0.181561618,0.582314205,0,69.45,209.2,30.475,73.6,20.6,1.608,4.678,34.9,118.6,7.132,4.298,4.504
Eli Heidenreich - 162554,2024,29.16,24.58,28.1,30.65,1,0.396277803,0.99364503,0.597821153,0.586019065,0.915569678,0.995907231,0.713711703,0.511097411,0.627003699,0.337267363,0.967771221,0.416250567,0.402178847,0.785292783,0.989531179,0.515505846,0.565380997,0.658513641,0.617793917,0.995006809,0.748524739,0.758511121,0.945528824,0.997269003,0.852567361,0.565380997,0.658513641,0,70.6,209.2,30.9,75.025,19,1.556,4.532,35.6,121.8,7.074,4.266,4.48
Tahj Brooks - 123133,2024,28.98,23.61,28.56,31.47,5,0.919655016,0.811620517,0.507489787,0.730821607,0.661824784,0.339245111,0.652938222,0.204685573,0.573366215,0.983204721,0.843849296,0.660009079,0.810712665,0.780753518,0.352298589,0.698017285,0.631232361,0.59360301,0.641398094,0.62006355,0.32728098,0.598729006,0.584203359,0.269003186,0.312150483,0.631232361,0.59360301,1,69.25,214,30.375,75.625,16,1.56,4.52,35,120,6.9,4.06,4.56
Duke Watson - 190596,2024,28.58,24.06,27.33,29.31,1,0.432137994,0.988197912,0.93962778,0.977303677,0.988651838,0.737153251,0.817679558,0.511097411,0.627003699,0.354970495,0.949160236,0.842487517,0.93327281,0.963685883,0.554392353,0.644636502,0.565380997,0.658513641,0.650476623,0.991375397,0.953245574,0.981842941,0.991375397,0.833409194,0.912557194,0.565380997,0.658513641,1,71.725,222.8,31.575,76.225,19,1.536,4.57,36.4,123.4,7.092,4.236,4.51
Desmond Reid - 159936,2024,28.27,27.37,30.29,35.31,1,0.932364957,0.929641398,0.511575125,0.244666364,0.464366773,0.923601637,0.997488699,0.992601726,0.99568434,0.825238311,0.844303223,0.362233318,0.18610985,0.325465275,0.834319527,0.979664464,0.968015052,0.971777987,0.964593736,0.958692692,0.69450749,0.469359964,0.658193373,0.948111061,0.998474835,0.968015052,0.971777987,1,70.075,204.6,31.075,75.45,17.4,1.524,4.478,35.7,119.2,7.056,4.212,4.446
DJ Giddens - 144595,2024,27.98,14.29,25,29.88,3,0.916023604,0.853835679,0.791647753,0.630049932,0.895596913,0.821282401,0.169261678,0.033292232,0.233662145,0.908306854,0.82796187,0.732183386,0.671811167,0.873354517,0.765134274,0.663446873,0.558795861,0.541862653,0.777576033,0.859282796,0.724466636,0.594643668,0.817975488,0.829767865,0.035587189,0.558795861,0.541862653,1,72.25,212,30.375,75.25,19.6,1.53,4.43,39.5,130,7.102,4.33,4.54
Jahiem White - 173192,2024,27.84,24.06,27.12,29.85,2,0.794825238,0.916931457,0.968225148,0.517022242,0.91783931,0.754888586,0.414364641,0.167694205,0.434648582,0.728098048,0.885610531,0.974126192,0.416704494,0.836586473,0.773782431,0.701067616,0.41392286,0.607714017,0.847480708,0.913300045,0.921470722,0.64185202,0.929187472,0.638598088,0.155566853,0.41392286,0.607714017,1,69.45,203.2,30.475,74.25,20,1.534,4.47,35.8,123,7.082,4.286,4.486
Greg Desrosiers - 158759,2024,27.21,23.87,27.35,30.75,3,0.147526101,0.956423059,0.693599637,0.947798457,0.987743985,0.898135516,0.88347564,0.946362515,0.908138101,0.190649115,0.986836133,0.8061734,0.953245574,0.991375397,0.898497952,0.837315709,0.565380997,0.658513641,0.15660463,0.441216523,0.177939174,0.750340445,0.972764412,0.648611743,0.699034062,0.565380997,0.658513641,0,70.175,204.2,30.65,74.2,16.6,1.554,4.524,37.1,123.8,6.978,4.242,4.494
Noah Short - 163220,2024,25.49,20.34,25.21,30.09,1,0.470267817,0.565592374,0.971856559,0.244666364,0.790285974,0.992723965,0.892014063,0.971023428,0.696670777,0.376758965,0.415796641,0.923286428,0.18610985,0.608715388,0.982703687,0.752923233,0.913452493,0.491063029,0.684975034,0.709487063,0.978665456,0.469359964,0.871084884,0.994993173,0.949161159,0.913452493,0.491063029,0,69.675,199,30.475,73.175,13.4,1.558,4.498,34.4,120.6,7.012,4.266,4.454
Devin Neal - 144558,2024,25.11,19.99,24.08,27.74,4,0.942805266,0.744439401,0.681797549,0.825238311,0.714026328,0.623010459,0.908588649,0.689889026,0.874229346,0.901497957,0.850204267,0.689514299,0.804357694,0.74580118,0.660446063,0.902897814,0.702728128,0.869238006,0.942805266,0.573309124,0.385383568,0.79845665,0.658193373,0.423304506,0.377732588,0.702728128,0.869238006,1,71.125,213,29.625,71.75,20,1.59,4.58,37.5,124,7.014,4.232,4.53
Joquavious Marks - 124179,2024,24.33,21.34,24.45,27.59,5,0.770767136,0.611438947,0.452564685,0.668179755,0.330004539,0.748522055,0.981918634,0.979654747,0.972872996,0.858374943,0.719019519,0.743985474,0.797548797,0.418066273,0.660446063,0.985765125,0.993414864,0.978363123,0.641398094,0.574216977,0.283250113,0.578756241,0.259645937,0.774692763,0.950177936,0.993414864,0.978363123,1,70.125,207,29.125,71.875,18,1.57,4.54,35,119,7.188,4.24,4.52
AJ Turner - 156791,2024,23.87,23.26,24.62,25.91,1,0.681343622,0.624602814,0.718565592,0.757603268,0.979573309,0.58526603,0.889000502,0.729963009,0.816892725,0.539718566,0.476622787,0.535633227,0.549704948,0.932818883,0.419208011,0.748856126,0.523047977,0.633113829,0.831593282,0.759418974,0.826146164,0.855197458,0.985020427,0.746017296,0.948652771,0.523047977,0.633113829,0,69.4,209.4,30.8,74.225,16.6,1.618,4.592,35.8,118.4,7.212,4.308,4.504
Kaleb Johnson - 156419,2024,23.78,21.93,24.13,25.98,3,0.908760781,0.78302315,0.359055833,0.664094417,0.804811621,0.455661664,0.800602712,0.565351418,0.723181258,0.935088516,0.814344076,0.73172946,0.878347708,0.916931457,0.620846609,0.879003559,0.614299153,0.841015992,0.870630958,0.462551067,0.181570586,0.441216523,0.492056287,0.373236231,0.564311134,0.614299153,0.841015992,1,73,224,33,78.5,18.6,1.62,4.57,33,117.6,7.046,4.242,4.52
Makhi Hughes - 158417,2024,23.4,14.46,22.01,25.68,2,0.990921471,0.740807989,0.647299138,0.522923286,0.906491148,0.445657117,0.686589653,0.069050555,0.67324291,0.963231956,0.670449387,0.522015433,0.542442124,0.7907399,0.501137915,0.500254194,0.150517404,0.482596425,0.992737177,0.78302315,0.733545166,0.480254199,0.93191103,0.406463359,0.826131164,0.150517404,0.482596425,0,70.075,213.6,30.725,74.15,20.6,1.56,4.556,36,122.6,7.104,4.244,4.544
Donovan Edwards - 144917,2024,22.65,19.97,23.1,25.61,4,0.691330005,0.425783023,0.170222424,0.682251475,0.529278257,0.929968167,0.927172275,0.920468557,0.915536375,0.695415343,0.44030867,0.399909215,0.863368134,0.733091239,0.987710514,0.90747331,0.565380997,0.658513641,0.238311394,0.480254199,0.119836586,0.550612801,0.498865184,0.520710059,0.913065582,0.565380997,0.658513641,1,71.375,205,30,74.625,23,1.51,4.44,38.5,123.2,6.982,4.214,4.49
Gerald Green - 97121,2024,22.61,18.24,21.76,24.17,5,0.475714934,0.771674989,0.308669995,0.713118475,0.935996369,0.321964529,0.384229031,0.352034525,0.251541307,0.577394462,0.925102133,0.479346346,0.812074444,0.906945075,0.684569868,0.435688866,0.565380997,0.658513641,0,0.278710849,0.192464821,0.46345892,0.852927826,0.023668639,0.366548043,0.565380997,0.658513641,0,69.625,210.8,30.75,73.675,21,1.532,4.51,34.8,119.6,7.08,4.366,4.518
Marquez Cooper - 130489,2024,22.42,17.45,23.01,28.42,5,0.971856559,0.723104857,0.554698139,0.6123468,0.599636859,0.285129604,0.829733802,0.467940814,0.750308261,0.983204721,0.74716296,0.518384022,0.879255561,0.629142079,0.443786982,0.903406202,0.6434619,0.862652869,0.547435315,0.628234226,0.49296414,0.310485701,0.589650477,0.259444697,0.360447382,0.6434619,0.862652869,0,70.925,210,30.7,76.1,18.6,1.556,4.548,34,120.2,7.054,4.276,4.506
Lawrance Toafili - 122421,2024,22.31,19.2,22.37,24.99,5,0.427144803,0.634589197,0.844303223,0.571039492,0.696777122,0.860391087,0.259166248,0.244759556,0.289149199,0.560145256,0.73172946,0.981389015,0.554244212,0.896958693,0.873463814,0.771733604,0.565380997,0.658513641,0.176577394,0.423513391,0.611892873,0.484339537,0.343168407,0.755120619,0.016776817,0.565380997,0.658513641,1,69.1,210,30.525,73.4,18.8,1.55,4.57,35.3,120.2,7.106,4.212,4.524
Jamarion Wilcox - 175162,2024,22.13,18.35,21.11,22.65,1,0.607353609,0.902859737,0.977757603,0.180662733,0.960054471,0.457935425,0.801607233,0.691738594,0.722564735,0.481615978,0.79845665,0.939173854,0.139809351,0.885610531,0.329995448,0.61667514,0.459078081,0.514581373,0.788924194,0.941443486,0.983204721,0.37358148,0.971402633,0.654073737,0.903914591,0.459078081,0.514581373,1,71,211.6,31.3,74.925,19,1.538,4.494,35.6,123.2,7.018,4.236,4.47
Lee Beebe - 163009,2024,21.94,17.52,21.79,25.21,2,0.713572401,0.972310486,0.951883795,0.774852474,0.977757603,0.714415643,0.409844299,0.130702836,0.434032059,0.794825238,0.974126192,0.979573309,0.778029959,0.980935089,0.660446063,0.706659888,0.708372531,0.619002822,0.492056287,0.919201089,0.800726282,0.715842034,0.941897413,0.705052344,0.142857143,0.708372531,0.619002822,0,69.775,205.6,30.625,74.9,18.2,1.54,4.442,36.7,122.8,7.1,4.3,4.51
Caden Durham - 184449,2024,21.9,21.16,24.05,28.5,1,0.839763958,0.665456196,0.425783023,0.528370404,0.810258738,0.925875398,0.918633852,0.905055487,0.89025894,0.698138901,0.52246936,0.300953246,0.36586473,0.638674535,0.83750569,0.803253686,0.777046096,0.75070555,0.915569678,0.790285974,0.6277803,0.725828416,0.884702678,0.949931725,0.963396035,0.777046096,0.75070555,1,69.025,204.6,30.075,73.65,17.2,1.56,4.548,35.5,122.2,6.922,4.158,4.508
Dean Connors - 156624,2024,21.76,19.77,22.9,28.26,3,0.679527916,0.923740354,0.788470268,0.442578302,0.797548797,0.74306503,0.927674535,0.972872996,0.964241677,0.76895143,0.97684975,0.721743078,0.547889242,0.889695869,0.770141102,0.929334011,0.565380997,0.658513641,0.083522469,0.810258738,0.73944621,0,0.455288243,0.361857078,0.414844942,0.565380997,0.658513641,0,69.725,208.2,30.725,73.825,18.4,1.56,4.59,34.4,119.8,6.99,4.192,4.474
Cade Harris - 157896,2024,21.33,17.49,21.45,25.27,1,0.253744893,0.619155697,0.950975942,0.945528824,0.742169768,0.973169623,0.895529884,0.913070284,0.853884094,0.221970041,0.470721743,0.867907399,0.840671811,0.557875624,0.942193901,0.759532283,0.794920038,0.682972719,0.442124376,0.756241489,0.960962324,0.960962324,0.84339537,0.980883022,0.95221149,0.794920038,0.682972719,0,70.201,205.2,30.65,74.776,13.8,1.582,4.502,34.1,119.4,7.03,4.268,4.494
Treshaun Ward - 99619,2024,21.01,18.1,21.36,24.14,4,0.627326373,0.879709487,0.881071266,0.635950976,0.769859283,0.774897681,0.787543948,0.602342787,0.695437731,0.630049932,0.906945075,0.961416251,0.758965048,0.752610077,0.855257169,0.810371124,0.804327375,0.73565381,0.708125284,0.810258738,0.570585565,0.441216523,0.645937358,0.300864816,0.4824606,0.804327375,0.73565381,1,71.025,212.2,30.875,74.475,21.6,1.554,4.468,36.5,124.6,7.074,4.182,4.504
Roman Hemby - 144891,2024,20.79,14.09,18.72,22.18,3,0.879255561,0.755333636,0.332274172,0.523831139,0.665910123,0.769440655,0.951783024,0.918002466,0.937114673,0.833408988,0.690422152,0.435315479,0.497957331,0.755787562,0.732817478,0.91052364,0.831608655,0.878645343,0.90376759,0.788016341,0.272355878,0.495233772,0.614616432,0.801547565,0.971530249,0.831608655,0.878645343,1,68.9,203.6,30.65,75,17.8,1.548,4.518,37.1,121.2,7.012,4.222,4.506
Xavier Robinson - 184603,2024,20.33,17.16,19.93,21.38,1,0.262369496,0.502496596,0.261461643,0.943259192,0.875624149,0.984993179,0.791059769,0.511097411,0.627003699,0.227871085,0.3722197,0.190649115,0.82932365,0.728551975,0.963131543,0.601423488,0.565380997,0.658513641,0.45438039,0.667725828,0.452564685,0.959146618,0.924194281,0.989986345,0.897305541,0.565380997,0.658513641,1,71.4,217,30.65,74.75,22.8,1.546,4.536,34.6,118,7.088,4.248,4.454
Henry Parrish - 124144,2024,20.06,17.32,19.98,22.01,5,0.684521108,0.749886518,0.84339537,0.58919655,0.555152065,0.472487494,0.26469111,0.131319359,0.274352651,0.656377667,0.893327281,0.940535633,0.778029959,0.602814344,0.586253983,0.687849517,0.565380997,0.658513641,0.537448933,0.457557876,0.640036314,0.497503404,0.498865184,0.294947656,0.093543467,0.565380997,0.658513641,1,69.475,213.8,31.225,75.026,20.4,1.544,4.508,35.5,121.6,7.11,4.152,4.516
Kelley Joiner - 101124,2024,19.62,12.35,18.14,20.87,5,0.504312301,0.554698139,0.651838402,0.338629142,0.624602814,0.692132788,0.349070819,0.398273736,0.386559803,0.613708579,0.594643668,0.931457104,0.924648207,0.817521562,0.871187984,0.645653279,0.65098777,0.535277516,0.292782569,0.389468906,0.099409896,0,0.259645937,0.445152481,0.210472801,0.65098777,0.535277516,0,70.25,208.8,31.126,74.651,17.8,1.53,4.484,35.8,123.6,7.012,4.252,4.484
