ID,Last_Season,predicted_value,min_value,mean_value,max_value,Seasons,ContestedTile,Value,TotalNonSepSeasons,NonSepPercent,Slot_rate,best_Slot_rate,worst_Slot_rate,RR,TPRR,YPRR,TDPRR,ADOT,YAC,best_RR,best_TPRR,best_YPRR,best_TDPRR,best_ADOT,best_YAC,worst_RR,worst_TPRR,worst_YPRR,worst_TDPRR,worst_ADOT,worst_YAC,Strength_Power 5,Filter_NonSeparator,Filter_Solid,Filter_Gadget,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,WAR,athleticism_score
Jaden Robinson - 190301,2024,14.95,12.79,20.11,41.62,1,9.16,65.9,1,1,0,0,0,0.317059989,0.888128265,0.784723473,0,0.57395064,0.656278148,0.321399904,0.847888907,0.731337293,0,0.557071761,0.631883127,0.321399904,0.847888907,0.731337293,0,0.557071761,0.631883127,0,0,1,0,75.2,211,33.675,80.475,19.6,1.546,4.504,39.2,130.2,7.042,4.382,4.486,0.658481091,82.096
Josh Dallas - 158343,2024,14.94,6.19,20.59,42.52,1,28.27,91.92,1,1,0.595208071,0.738722106,0.173141756,0.570707981,0.662583318,0.687083408,0.860025221,0.076562781,0.792469825,0.787205009,0.674506341,0.810964842,0.852624819,0.200433456,0.763926794,0.094397175,0.150585969,0.430727244,0,0.033954086,0.751003371,0,0,0,1,74.65,208.4,32.15,77.675,13.6,1.508,4.454,36.8,125.6,7.086,4.306,4.506,0.643601984,77.674
Christian Moss - 144095,2024,14.92,10.93,18.74,39.42,1,2.77,84.68,1,1,0.148261574,0.234066463,0.12305346,0.323545307,0.50747613,0.66006125,0.682940011,0.584579355,0.511799676,0.440439878,0.804462996,0.640471986,0.776689677,0.735832397,0.820918285,0.168004495,0.35784235,0.600016054,0,0.379434901,0.15299406,0,0,1,0,75.025,215.6,33.2,80.075,19.8,1.536,4.526,37.3,127.2,7.004,4.308,4.48,0.269971068,71.65
Jalen Moss - 163408,2024,14.86,6.28,18.08,33.14,2,48.57,77.36,0,0,0.491082688,0.547278857,0.508428319,0.97946316,0.506034949,0.623311115,0.692667988,0.336155648,0.615564763,0.974313694,0.557553379,0.590704768,0.696419971,0.368999839,0.644405201,0.900947183,0.435784235,0.57641676,0.624578584,0.321881522,0.529780061,0,0,1,0,70.775,186,29.75,71.3,19,1.532,4.426,37.1,123.2,6.996,4.146,4.426,0.684932837,70.878
Pat Bryant - 144800,2024,14.76,3.92,14.43,25.17,3,30.83,76.48,0,0,0.377949919,0.492775726,0.16383047,0.788506575,0.688344442,0.84741488,0.87587822,0.731399748,0.337056386,0.876866271,0.716005779,0.945657409,0.940038529,0.780221544,0.814576979,0.194413228,0.503772676,0.643923583,0,0.568148981,0.072001926,1,0,1,0,74.25,204,31.125,78,13,1.56,4.61,37.5,124,7.152,4.454,4.54,0.824011159,68.14
Jabari Smith - 169926,2024,14.73,3.43,16.86,32.73,1,56.99,53.62,0,0,0.492704017,0.530984107,0.530984107,0.606197082,0.44820753,0.700594487,0.833723653,0.208250766,0.942532877,0.563332798,0.445175791,0.657489164,0.793787125,0.220661422,0.916680045,0.563332798,0.445175791,0.657489164,0.793787125,0.220661422,0.916680045,0,0,0,1,74.525,206.8,32.975,78.575,15,1.512,4.488,35.3,123.8,7.076,4.284,4.468,0.482411655,75.174
Jay Wilkerson - 131961,2024,14.65,9.36,15.75,25.3,1,26.25,55.29,0,0,0.417762565,0.458741371,0.458741371,0.429292019,0.950279229,0.901639344,0.836966312,0.687263556,0.932624752,0.419890833,0.925028094,0.860410981,0.798442768,0.657729973,0.903194734,0.419890833,0.925028094,0.860410981,0.798442768,0.657729973,0.903194734,0,0,1,0,73.875,212.2,32.525,77.35,17.2,1.538,4.524,35,122.6,7.11,4.374,4.528,0.482824964,71.274
Eli Pancol - 97995,2024,14.58,10.1,19.57,32.4,3,31.77,30.52,3,1,0.606917672,0.979370686,0.214641194,0.710142317,0.642046478,0.579715367,0.728337237,0.348765988,0.803098541,0.918767057,0.758628993,0.807432975,0.971825333,0.648258147,0.874698989,0.32509231,0.285920694,0.349975919,0,0.146171135,0.253812811,1,1,0,0,73.925,199.4,31.5,75.5,15.4,1.514,4.478,34.5,124.2,7.04,4.368,4.492,0.148665013,73.718
Eric Singleton - 170078,2024,14.48,6.59,19.98,43.12,2,41.84,63.88,0,0,0.502251847,0.571921657,0.519746348,0.903981265,0.933705639,0.912448208,0.805980904,0.789767609,0.613583138,0.860892599,0.910980896,0.882244341,0.843152994,0.807432975,0.659656446,0.800850859,0.878150586,0.849173222,0.557553379,0.627709103,0.548242093,1,0,1,0,73.625,192.8,32.425,78.85,14.2,1.546,4.412,35.3,128.2,6.97,4.254,4.426,0.838476958,76.95
Devonte Ross - 146735,2024,14.35,9.3,18.22,34.47,2,44.34,74.67,0,0,0.499729778,0.602343875,0.463236475,0.81264637,0.884705458,0.764907224,0.851918573,0.434336156,0.358674113,0.911863863,0.95890191,0.940038529,0.94252689,0.568148981,0.763926794,0.516696099,0.180767378,0.26224113,0,0.347648098,0.098731739,0,0,1,0,71.875,191.8,30.55,73.7,18.4,1.538,4.418,38.1,123.8,7.02,4.184,4.398,0.706631535,74.614
Aaron Anderson - 157010,2024,14.32,3.34,13.58,29.32,1,54.23,61.8,0,0,0.878039993,0.875020067,0.816182373,0.773013871,0.735002702,0.568546208,0.618447127,0.152044677,0.847595028,0.9207738,0.74056831,0.860410981,0.690560283,0.321881522,0.860972869,0.364585006,0.449269546,0.128270991,0,0.076818109,0.740809119,1,0,1,0,73.45,207.2,31.875,76.975,14,1.54,4.5,34.4,120.8,7.082,4.268,4.444,0.583672246,70.25
JaKhi Douglas - 122397,2024,14.31,7.87,19.06,32.39,2,28.52,74.59,1,0.5,0.793190416,0.799406004,0.712072564,0.509277608,0.334174023,0.727436498,0.628895694,0.415961088,0.948117456,0.744421255,0.506100498,0.855675068,0.940841227,0.648258147,0.98643442,0.275565901,0.279017499,0.581072403,0,0.084845079,0.310483224,1,0,1,0,73.425,200,31.8,76.575,15,1.52,4.478,38.1,127.6,7.078,4.352,4.48,0.457406489,70.768
Terry Bussey - 191251,2024,14.28,9.37,17.81,34.96,1,2.99,94.75,1,1,0.383714646,0.423342431,0.423342431,0.478652495,0.430192758,0.674473068,0,0.159070438,0.81895154,0.462995665,0.427917804,0.63669931,0,0.173783914,0.785358806,0.462995665,0.427917804,0.63669931,0,0.173783914,0.785358806,1,0,0,1,73.75,208.4,32.175,77.325,19,1.544,4.562,37.9,127.6,7.004,4.308,4.504,0.471665633,66.456
Bryson Green - 144651,2024,14.28,9.65,18.64,34.6,3,6.22,57.57,3,1,0.077643668,0.157890512,0.059239043,0.8576833,0.391100703,0.434156008,0.594847775,0.81895154,0.290037831,0.960748114,0.482822283,0.48362498,0.709022315,0.865066624,0.548242093,0.502408091,0.280863702,0.271873495,0.443008509,0.711350136,0.105715203,1,1,0,0,75.225,213.2,33.6,79.7,17.4,1.534,4.44,38.4,130,6.914,4.31,4.532,0.384250878,77.07
Sean Atkins - 101127,2024,14.28,5.2,18.31,32.16,3,60.63,80.12,3,1,0.821653756,0.848611334,0.728046235,0.854260494,0.834984687,0.769050622,0.633939831,0.163574131,0.619528013,0.978327179,0.857119923,0.923904319,0.965243217,0.293947664,0.644405201,0.343875421,0.121046717,0.110451116,0,0.105474394,0.497832718,0,0,0,1,70.3,193.6,31.175,74.15,16.8,1.512,4.448,37,123.4,7.006,4.186,4.408,0.595244885,76.542
Zavion Thomas - 163697,2024,14.2,3.11,20.37,40.36,2,31.59,69.4,1,0.5,0.319221762,0.474313694,0,0.559358674,0.700774635,0.342460818,0.43793911,0.349666727,0.337596829,0.764890031,0.743859367,0.699309681,0.643602504,0.437951517,0.659656446,0.009231016,0.230052978,0.028495746,0,0.285920694,0.039171617,1,0,1,0,73.975,210.4,32.075,77.375,15.6,1.522,4.436,38.1,127.4,7.078,4.398,4.516,0.549987601,75.892
Talyn Shettron - 128693,2024,14.17,7.85,21.03,42.94,1,40.8,63.15,0,0,0.207530175,0.293466046,0.133247712,0.277787786,0.836786165,0.579715367,0.569627094,0.850297244,0.64745091,0.355514529,0.962353508,0.927676995,0.924787285,0.871889549,0.952881682,0.124016696,0.345801894,0.215363622,0,0.764809761,0.119762402,1,0,1,0,73.625,192.8,32.425,78.85,13.4,1.546,4.412,35.3,128.2,6.97,4.254,4.426,0.171190329,76.95
Larry Simmons - 163666,2024,14.12,8.34,17.57,34.74,1,12.11,71.04,1,1,0.138173302,0.16928881,0.16928881,0.90199964,0.470545848,0.514321744,0.319942353,0.829580256,0.477031166,0.818269385,0.45890191,0.488601702,0.387060523,0.80052978,0.479932573,0.818269385,0.45890191,0.488601702,0.387060523,0.80052978,0.479932573,0,0,1,0,74.525,205.6,32.425,77.95,16.4,1.546,4.474,37.3,127,6.906,4.274,4.5,0.455339946,77.582
Kobe Hudson - 123989,2024,14.08,4.97,16.96,36.83,4,32.04,62.47,2,0.5,0.593046298,0.744180446,0.482902553,0.821833904,0.822194199,0.858223743,0.839848676,0.696631238,0.635921456,0.9207738,0.960507305,0.932573447,0.855996147,0.883769465,0.912827099,0.255739284,0.223069514,0.345641355,0,0.151468936,0.3441965,1,0,1,0,72.75,193,30.625,75.25,11.6,1.54,4.57,35,122,7.026,4.3,4.52,0.79983261,64.59
Denzel Boston - 162481,2024,13.97,9.38,15.26,23,1,22.24,81.81,0,0,0.326067375,0.376224113,0.356236956,0.800576473,0.666906864,0.52098721,0.844892812,0.237794992,0.320843091,0.972066142,0.689275967,0.722908974,0.846042703,0.496066784,0.613260555,0.227885696,0.14488682,0.2403275,0,0.093915556,0.119762402,1,0,1,0,73.15,208.8,31.625,76.225,14.6,1.548,4.488,35,122.6,7.162,4.362,4.5,0.671913619,75.048
Emmett Mosley V - 183278,2024,13.95,6.28,16.92,33.44,1,26.41,75.61,1,1,0.708881283,0.684218976,0.684218976,0.880922356,0.832282472,0.74148802,0.89407314,0.26715907,0.499009188,0.793225237,0.791057955,0.69136298,0.850136459,0.27861615,0.497832718,0.793225237,0.791057955,0.69136298,0.850136459,0.27861615,0.497832718,1,0,1,0,74.25,202.4,32.075,76.8,15.2,1.53,4.506,35.6,123.6,7.1,4.352,4.514,0.827110973,68.838
Zeriah Beason - 131729,2024,13.92,5.99,17.75,30.82,3,3.33,46.87,3,1,0.132228427,0.293466046,0.056349334,0.533237255,0.566384435,0.499189335,0.550531436,0.413619168,0.290037831,0.577299727,0.675389308,0.640471986,0.855996147,0.607721946,0.712955531,0.447583882,0.337213036,0.312570236,0,0.162144807,0.119762402,0,1,0,0,75.775,212.4,33.85,80.875,16.4,1.52,4.442,35.2,124.8,6.912,4.272,4.54,0.344366605,72.058
Andrew McElroy - 149817,2024,13.85,5.48,16.79,40.32,2,22.23,66.32,1,0.5,0.502612142,0.649141114,0.038850538,0.597189696,0.475409836,0.506575392,0,0.550531436,0.151504233,0.601701718,0.494782469,0.493738963,0,0.758147375,0.27861615,0.509953444,0.421656767,0.467571039,0,0.293947664,0.098731739,0,0,1,0,74.875,216.4,33,78.7,15.4,1.544,4.512,34.1,120,6.954,4.29,4.528,0.426821657,72.592
Keshaun Singleton - 175325,2024,13.84,13.41,18.84,35.54,1,52.35,97.58,0,0,0.214916231,0.252127147,0.252127147,0.738065213,0.297784183,0.74148802,0.736083589,0.697351828,0.746892452,0.664633167,0.310964842,0.69136298,0.700754535,0.666960989,0.712955531,0.664633167,0.310964842,0.69136298,0.700754535,0.666960989,0.712955531,0,0,1,0,72.625,196.8,31.15,76.175,16.6,1.544,4.484,34.3,123.6,7.02,4.34,4.434,0.583465592,73.276
Jordan Napier - 175759,2024,13.83,7.38,19.67,37.53,1,58.51,62.42,0,0,0.907764367,0.875020067,0.875020067,0.688704738,0.977481535,0.882363538,0.881282652,0.284453252,0.636281751,0.625060202,0.961069192,0.838577621,0.837453845,0.293947664,0.613260555,0.625060202,0.961069192,0.838577621,0.837453845,0.293947664,0.613260555,0,0,1,0,73.65,199.4,31.725,75.85,13,1.52,4.474,34.4,121.2,7.048,4.298,4.44,0.426201695,67.748
Dorian Singer - 146243,2024,13.6,10.32,19.1,38.88,4,23.76,78.78,2,0.5,0.462259052,0.568550329,0.356236956,0.910106287,0.613042695,0.760223383,0.503693028,0.702576112,0.602594127,0.991651951,0.816262642,0.835768181,0.67490769,0.780221544,0.880478407,0.509953444,0.205249639,0.402472307,0,0.578343233,0.27861615,1,0,1,0,73.15,203.2,31.775,75.85,14.6,1.544,4.478,33.9,120,7.162,4.362,4.502,0.778753875,69.818
Beau Sparks - 173021,2024,13.6,7.13,17,34.86,1,35.23,68.64,0,0,0.96523149,0.946620645,0.946620645,0.585840389,0.549810845,0.66006125,0.682940011,0.339398307,0.164835165,0.547921015,0.524803339,0.620725638,0.661502649,0.347648098,0.187429764,0.547921015,0.524803339,0.620725638,0.661502649,0.347648098,0.187429764,0,0,1,0,73.725,205,32.125,77.5,16.6,1.534,4.452,35.8,125.8,7.012,4.336,4.476,0.508863402,71.334
Chase Roberts - 147528,2024,13.55,9.11,17.35,35.83,3,39.51,78.76,1,0.33,0.546748334,0.61205651,0.493979772,0.830300847,0.793370564,0.878760584,0.78418303,0.764546928,0.664745091,0.845962434,0.867153636,0.917482742,0.805265693,0.820195858,0.751003371,0.594718253,0.619922941,0.734628351,0.667041259,0.657729973,0.377588698,1,0,1,0,72.775,198,31.375,76.05,17.2,1.546,4.556,36.8,123.6,7.098,4.34,4.508,0.851289523,65.55
Cayden Lee - 172521,2024,13.46,4.55,17.23,30.81,1,58.51,83.32,0,0,0.817510358,0.843393803,0.732621609,0.785263916,0.344802738,0.775355792,0.517204107,0.595027923,0.97153666,0.953283031,0.399100979,0.804302456,0.936988281,0.618317547,0.98916359,0.278856959,0.115267298,0.624979933,0.425268904,0.525846845,0.712955531,1,0,1,0,70.95,182.8,31.225,74.475,15.6,1.516,4.394,36.4,123.2,7.006,4.154,4.404,0.820291383,76.46
Isaiah Bond - 163586,2024,13.42,-1.07,15.82,31.75,2,52.33,60.94,1,0.5,0.590163934,0.668887462,0.505939958,0.845973698,0.562241038,0.678076022,0.689605476,0.72887768,0.726535759,0.853266977,0.721544389,0.78407449,0.780863702,0.787445818,0.891154278,0.591989083,0.268582437,0.38529459,0.441162305,0.638625783,0.497832718,1,0,1,0,70.625,180,30.5,75.5,11.8,1.51,4.39,36.3,125.2,7.024,4.276,4.42,0.607644141,78.43
Jayden Thomas - 147485,2024,13.23,2.63,13.23,27.21,3,26.65,50.19,2,0.67,0.553593947,0.716728207,0.245304222,0.646009728,0.390920555,0.61736624,0.699513601,0.427490542,0.621149342,0.768823246,0.657007545,0.84162787,0.721945738,0.59849093,0.740809119,0.490367635,0.197864826,0.360972869,0.617274041,0.235992936,0.417563012,1,1,0,0,74.175,215.4,32.825,78.7,15.2,1.532,4.496,33.8,122.2,6.998,4.328,4.504,0.319981401,78.292
Kevin Coleman - 160756,2024,13.13,7.36,15.92,32.75,2,16.08,86.55,2,1,0.879481175,0.906325253,0.800208701,0.902540083,0.756079986,0.832462619,0.718068816,0.349666727,0.885786345,0.937710708,0.841146251,0.869401188,0.743538289,0.398218013,0.940279339,0.661502649,0.368999839,0.653636218,0.560924707,0.321881522,0.644405201,1,1,0,0,72.975,200.8,31.25,76.025,19,1.542,4.514,36.5,125.2,6.952,4.288,4.462,0.883734243,77.232
AJ Henning - 129580,2024,13.1,7.44,15.43,24.3,2,34.49,40.14,1,0.5,0.833903801,0.944052015,0.687991652,0.677175284,0.787785985,0.4545127,0.600972798,0.159070438,0.667087011,0.893642639,0.926472949,0.643923583,0.67747632,0.347648098,0.9234227,0.142558998,0.384652432,0.177877669,0,0.036442447,0.310483224,1,0,1,0,73.825,201.2,31.85,76.7,16.8,1.512,4.424,36.7,124.4,7.006,4.296,4.476,0.315228353,77.54
Bryson Graves - 175806,2024,13.07,2.29,14.57,25.35,1,34.57,49.21,0,0,0.882903981,0.881200835,0.822122331,0.335615204,0.834083949,0.556476311,0.662583318,0.076923077,0.804179427,0.504896452,0.83319955,0.847327019,0.706855033,0.227323808,0.794188473,0.057874458,0.486514689,0.130358003,0,0.028174667,0.740809119,0,0,0,1,74.85,209.8,31.75,77.15,16.2,1.512,4.41,39.6,130.4,7.012,4.32,4.458,0.375571399,87.438
Jaden Smith - 150262,2024,12.96,7.58,15.04,28.63,2,69.84,47.87,1,0.5,0.770671951,0.870444694,0.668646653,0.676814988,0.639884705,0.505854801,0.489101063,0.184291119,0.517744551,0.705410178,0.677877669,0.581072403,0.669850698,0.285920694,0.586611013,0.520950393,0.463557553,0.375180607,0,0.130036924,0.446139027,0,0,0,1,73.475,208.4,31.425,76.225,17,1.536,4.538,36.1,123.6,6.85,4.266,4.484,0.470012399,72.386
Barion Brown - 163779,2024,12.9,5.17,16.45,28.94,3,48.93,47.88,1,0.33,0.50117096,0.593433938,0.384010275,0.814808143,0.931003423,0.816249324,0.757521167,0.702035669,0.791388939,0.803740568,0.926392679,0.838577621,0.759913309,0.892518863,0.920532991,0.59849093,0.811928078,0.699309681,0.696419971,0.330390111,0.431931289,1,0,1,0,73.475,202.6,31.7,76.875,14.6,1.522,4.474,35,123.2,7.072,4.312,4.522,0.560526968,70.286
Devin McCuin - 176494,2024,12.87,6.39,14.54,28.63,2,24.93,79.77,1,0.5,0.554854981,0.599614705,0.567908171,0.785263916,0.907584219,0.8142677,0.81264637,0.284453252,0.696090794,0.71576497,0.871167122,0.835768181,0.859046396,0.505618879,0.712955531,0.693209183,0.868999839,0.671536362,0.6611013,0.140793065,0.613260555,0,0,1,0,73.55,200.4,31.7,75.9,14.6,1.546,4.506,32.7,118,7.162,4.362,4.502,0.750028932,65.006
Javon Tracy - 158028,2024,12.84,9.11,17.46,33.37,2,17.32,80.41,1,0.5,0.632678797,0.663509392,0.618157008,0.903440821,0.569807242,0.750495406,0.766348406,0.584579355,0.700234192,0.941724193,0.655562691,0.78407449,0.796436025,0.750842832,0.845240006,0.657810242,0.327099053,0.600016054,0.563493338,0.357039653,0.417563012,0,0,1,0,72.525,195.8,31.875,76.6,18,1.534,4.514,35.8,125.4,7,4.308,4.458,0.815951643,75.64
Kaden Prather - 144780,2024,12.7,5.83,15.65,30.46,4,42.51,52.83,2,0.5,0.188794812,0.309038369,0.109006261,0.916051162,0.603855161,0.609800036,0.569446946,0.525310755,0.619528013,0.989324129,0.897816664,0.707416921,0.709022315,0.879033553,0.880478407,0.457858404,0.34973511,0.430727244,0,0.162144807,0.359768823,1,0,1,0,75.5,204,31.875,77.625,12.6,1.53,4.46,30,114,7.05,4.324,4.52,0.562800165,69.47
Montorie Foster - 129616,2024,12.57,6.77,18.59,33.79,2,58.32,67.18,0,0,0.329850477,0.571520308,0.053941243,0.70671951,0.658980364,0.491803279,0.542424788,0.516483516,0.303368762,0.907529298,0.718253331,0.69136298,0.782629636,0.750842832,0.685984909,0.104832236,0.050971263,0.001605394,0,0.036442447,0.0026489,1,0,1,0,72.25,195.4,31.225,74.525,12.6,1.514,4.424,34,120.8,7.088,4.242,4.436,0.370818351,68.914
Brandon Inniss - 170255,2024,12.53,2.76,12.81,28.67,1,66.19,34,1,1,0.804359575,0.760394927,0.760394927,0.362997658,0.683660602,0.77229328,0.621689786,0.152044677,0.687623852,0.364585006,0.644244662,0.718815219,0.610290576,0.167282068,0.659656446,0.364585006,0.644244662,0.718815219,0.610290576,0.167282068,0.659656446,1,0,0,1,72.8,203.4,32.275,77.55,15.6,1.54,4.534,34.1,122,7.028,4.412,4.474,0.252198801,67.392
Tray Taylor - 186494,2024,12.32,8.38,13.68,23.18,1,76.19,19.37,0,0,0.915871014,0.886177557,0.886177557,0.454872996,0.93442623,0.855521528,0.514682039,0.644388398,0.97387858,0.44268743,0.904880398,0.807432975,0.531385455,0.618317547,0.962514047,0.44268743,0.904880398,0.807432975,0.531385455,0.618317547,0.962514047,0,0,1,0,70.501,190,30.475,73.726,16.8,1.554,4.544,36.3,124,7.072,4.396,4.45,0.209214714,73.42
Evan Boyd - 171223,2024,12.24,8.95,18.91,37.8,1,36.21,96.67,0,0,0.359754999,0.400465564,0.400465564,0.594307332,0.314537921,0.750495406,0.673572329,0.394343362,0.602594127,0.555386097,0.325895007,0.699309681,0.652512442,0.398218013,0.586611013,0.555386097,0.325895007,0.699309681,0.652512442,0.398218013,0.586611013,0,0,1,0,72.15,197.4,31.725,75.875,13,1.51,4.446,38.3,128,6.982,4.31,4.478,0.616943583,81.22
Jameson Tucker - 147090,2024,12.18,5.04,13.28,24.18,1,21.07,12.84,1,1,0.162132949,0.206373415,0.18855354,0.882363538,0.279769411,0.70906143,0.790127905,0.903080526,0.284633399,0.826858244,0.620886178,0.807432975,0.869641997,0.932332638,0.359768823,0.760555466,0.098169851,0.479129876,0.577219457,0.80052978,0.253812811,0,0,1,0,74.7,209.4,32.3,77.425,15.4,1.526,4.464,33.3,121.6,7.1,4.378,4.526,0.105267617,77.088
Darrell Gill - 176036,2024,12.16,8.9,13.61,24.04,1,4.12,77.28,1,1,0.450189155,0.493979772,0.484267138,0.597189696,0.198342641,0.284813547,0.500090074,0.402269861,0.74545127,0.816423182,0.307272435,0.695697544,0.586851822,0.826055547,0.785358806,0.385455129,0.12578263,0.11743458,0.47808637,0.200433456,0.514368277,1,0,1,0,74.775,210,32.975,79.5,18.2,1.548,4.49,37.6,127,6.932,4.33,4.476,0.244345939,76.996
Justin Bowick - 159603,2024,12.09,5.99,17.36,34.24,1,17.6,79.41,1,1,0.327148262,0.367795794,0.367795794,0.467663484,0.892812106,0.975680058,0.931363718,0.749594668,0.785263916,0.454727886,0.854069674,0.957858404,0.892197785,0.71849414,0.751003371,0.454727886,0.854069674,0.957858404,0.892197785,0.71849414,0.751003371,0,0,1,0,73.075,201.4,31.825,77,18,1.534,4.514,35.8,125.4,7.036,4.308,4.488,0.578712544,73.45
Trech Kekahuna - 175527,2024,12.01,8.74,13.71,19.78,1,68.76,48.99,0,0,0.943253468,0.918365709,0.918365709,0.690326067,0.736804179,0.674473068,0.591605116,0.275806161,0.889389299,0.626585327,0.694172419,0.63669931,0.585808316,0.285920694,0.854310483,0.626585327,0.694172419,0.63669931,0.585808316,0.285920694,0.854310483,1,0,1,0,74.325,209.8,32.05,77.2,17.8,1.572,4.562,36.4,123.2,6.794,4.13,4.484,0.468772474,73.342
Yamir Knight - 172250,2024,11.83,6.2,13.26,21.23,1,70.98,65.9,1,1,0.892992254,0.926553219,0.815620485,0.629976581,0.62295082,0.877859845,0.640785444,0.056386237,0.914970276,0.856236956,0.981537968,0.907609568,0.660780222,0.088216407,0.938112057,0.071921657,0.503772676,0.703885054,0,0.043185102,0.773799968,0,0,0,1,69.975,182.8,29.65,72.6,13.2,1.552,4.556,35.1,118.2,6.788,4.224,4.39,0.658481091,67.484
Dacari Collins - 144111,2024,11.82,7.06,19.69,39.29,3,9.69,48.02,3,1,0.386777157,0.511318029,0.285760154,0.659160512,0.197802198,0.52098721,0.616285354,0.702576112,0.320843091,0.691603789,0.353186707,0.526489003,0.706855033,0.820195858,0.417563012,0.504896452,0.158934018,0.467571039,0.539813774,0.476079628,0.265853267,1,1,0,0,75.5,212.8,33.625,79.975,18.6,1.52,4.442,35.2,124.8,7.03,4.3,4.54,0.356765861,68.586
Adam Randall - 156252,2024,11.78,-0.46,14.67,31.95,1,31.33,1.41,1,1,0.143577734,0.247471504,0.073366511,0.626733922,0.363898397,0.283732661,0.338137273,0.403891191,0.534318141,0.721464119,0.664954246,0.356477765,0.723069514,0.807432975,0.659656446,0.488039814,0.206774763,0.230534596,0,0.130036924,0.3441965,1,0,0,1,75.325,207.6,32.55,78.275,14,1.512,4.444,33.1,123.6,7.1,4.406,4.51,0.021985948,81.1
Davon Wells - 142483,2024,11.61,5.23,11.78,23,1,75.23,30.1,0,0,0.837506756,0.888826457,0.74859528,0.422626554,0.91064673,0.641686183,0.547649072,0.380471987,0.710502612,0.552175309,0.908412265,0.615187028,0.656686467,0.525846845,0.763926794,0.227885696,0.73486916,0.590704768,0,0.25140472,0.586611013,0,0,0,1,72.6,204.2,31.325,75.8,16,1.542,4.534,35,121,6.976,4.362,4.474,0.29476958,68.582
Keagan Johnson - 144848,2024,11.55,-3.35,12.34,31.98,2,22.84,16.13,1,0.5,0.071518645,0.109006261,0.070878151,0.74941452,0.506395244,0.517384255,0.479553234,0.416321384,0.671050261,0.697704286,0.770669449,0.640471986,0.573928399,0.666960989,0.90704768,0.641274683,0.306228929,0.289051212,0.409214962,0.259190881,0.295633328,1,0,1,0,74.725,209.8,32.35,77.075,15.4,1.506,4.442,34.2,123.8,7.1,4.378,4.544,0.101754495,79.544
Nate Bennett - 143759,2024,11.47,3.58,13.68,27.48,2,16.59,78.14,2,1,0.557917492,0.674666881,0.231096484,0.959466763,0.221221402,0.430913349,0.457755359,0.439740587,0.420284633,0.978648258,0.306228929,0.457938674,0.548161824,0.525846845,0.514368277,0.758548724,0.163589661,0.370364424,0.397094237,0.347648098,0.3441965,0,1,0,0,73.95,204,32.625,77.85,17.2,1.534,4.514,35.8,125.4,6.95,4.304,4.534,0.455546601,69.428
Senika McKie - 158142,2024,11.35,0.18,10.77,24.74,2,14.98,27.58,1,0.5,0.261394343,0.424546476,0.16383047,0.705098181,0.529994596,0.549630697,0.580075662,0.604936048,0.477031166,0.772114304,0.64761599,0.620725638,0.817225879,0.711350136,0.712955531,0.457858404,0.368357682,0.38529459,0.394846685,0.357039653,0.265853267,0,0,1,0,74.825,209.6,32.6,77.9,15.4,1.54,4.5,34.7,122.2,7.072,4.39,4.552,0.106094234,73.816
TJ Pride - 189866,2024,11.31,4.07,15.42,35.42,1,39.33,66.04,0,0,0.942172582,0.916519506,0.916519506,0.852098721,0.495766529,0.508557017,0.475589984,0.349666727,0.477031166,0.762080591,0.480735271,0.48362498,0.502568631,0.357039653,0.479932573,0.762080591,0.480735271,0.48362498,0.502568631,0.357039653,0.479932573,0,0,1,0,73.65,198.4,32.2,78.7,15.2,1.542,4.414,35.2,123.8,7.01,4.342,4.45,0.480758421,73.644
Cam Coleman - 184398,2024,11.09,1.71,15.63,34.03,1,44.03,47.89,0,0,0.14700054,0.178760636,0.178760636,0.918753378,0.386236714,0.766708701,0.940010809,0.841830301,0.272383354,0.841387061,0.388505378,0.715203082,0.905362016,0.813051854,0.295633328,0.841387061,0.388505378,0.715203082,0.905362016,0.813051854,0.295633328,1,0,1,0,73.15,198,32,77.275,14.2,1.516,4.456,35.5,123.4,7.034,4.322,4.494,0.751475511,69.758
PJ Johnson - 147450,2024,11.06,7.41,12.84,26.32,1,16.27,42.99,1,1,0.745090975,0.876705731,0.404559319,0.425689065,0.209691947,0.15654837,0.44820753,0.400648532,0.25058548,0.760555466,0.282228287,0.430727244,0.648579226,0.883769465,0.599293627,0.179483063,0.164954246,0.040455932,0,0.033954086,0.085647777,0,0,1,0,75.15,215.8,33.5,80.125,17.8,1.536,4.476,34.5,122.6,7.012,4.328,4.538,0.195575532,71.14
Nick Cenacle - 169053,2024,10.97,7.08,17.87,32.22,1,31.33,40.62,0,0,0.712304089,0.918365709,0.038850538,0.770311656,0.62529274,0.563502072,0.592325707,0.434336156,0.35417042,0.972066142,0.651228127,0.615187028,0.700192647,0.557071761,0.497832718,0.297640071,0.431369401,0.462995665,0,0.321881522,0.165275325,0,0,1,0,74.05,202.2,31.875,76.5,16.8,1.512,4.424,36.7,124.4,7.006,4.308,4.482,0.387970655,80.47
