ID,Last_Season,target,predicted_value,Diff,min_value,mean_value,max_value,Seasons,ContestedTile,Value,TotalNonSepSeasons,NonSepPercent,Slot_rate,best_Slot_rate,worst_Slot_rate,RR,TPRR,YPRR,TDPRR,ADOT,YAC,best_RR,best_TPRR,best_YPRR,best_TDPRR,best_ADOT,best_YAC,worst_RR,worst_TPRR,worst_YPRR,worst_TDPRR,worst_ADOT,worst_YAC,Strength_Power 5,Filter_NonSeparator,Filter_Solid,Filter_Gadget,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y,WAR,athleticism_score
Artavis Scott - 12044,2016,9.97,3.09,-6.88,-0.31,8.43,22.28,3,100,72.5,3,1,0.481715006,0.590383689,0.440921496,0.963970456,0.932264457,0.903620969,0.824896415,0.053143578,0.950459377,0.959704607,0.960908653,0.96436025,0.917241933,0.113822443,0.984668486,0.81971424,0.711831755,0.532107882,0.648579226,0.033954086,0.814576979,1,0,0,1,70.13,193,31,73.88,13,1.59,4.61,31,116,7.19,4.49,4.454,0.912872494,51
JaLynn Polk - 123153,2023,0.67,2.86,2.19,-3.18,11.4,29.81,2,23.38,72.06,1,0.5,0.503152585,0.615187028,0,0.925959287,0.611961809,0.840569267,0.813907404,0.686903261,0.727616646,0.990768984,0.664954246,0.909375502,0.876625462,0.854551292,0.903194734,0.168004495,0.307914593,0.408091186,0.566142238,0.093915556,0.446139027,1,0,1,0,73.375,203,31.75,74.5,18,1.52,4.52,37.5,129,7.112,4.426,4.53,0.609297375,76.78
Dillon Mitchell - 42338,2018,8.6,2.66,-5.94,-4.1,7.72,26.73,2,36.04,57.23,1,0.5,0.442803099,0.512522074,0.449349815,0.765807963,0.937308593,0.70041434,0.883444424,0.644388398,0.379571248,0.943570397,0.966045914,0.951356558,0.90447905,0.787445818,0.586611013,0.130598812,0.319312891,0.034756783,0,0.437951517,0.174185262,1,0,1,0,73.25,197,31.5,74.375,12,1.53,4.46,36.5,122,7.046,4.29,4.47,0.830210787,75.16
Isaiah Coulter - 55307,2019,8.64,2.52,-6.12,-5.67,12.32,40.74,1,26.98,65.9,0,0,0.046838407,0.141274683,0,0.862727436,0.85930463,0.893532697,0.805080166,0.828319222,0.224644208,0.98916359,0.821881522,0.885053781,0.770348371,0.849574571,0.431931289,0.275565901,0.752448226,0.807432975,0.728768663,0.725798684,0.113501365,0,0,1,0,73.875,198,31.75,75.75,13.4,1.51,4.45,36,121,7.28,4.62,4.53,0.658481091,72.46
Aaron Parker - 48124,2019,7.74,2.28,-5.46,-3.55,4.98,21.99,1,23.26,65.9,0,0,0.751396145,0.834724675,0.655883769,0.849216357,0.949198343,0.964330751,0.85372005,0.46406053,0.761484417,0.989725478,0.928399422,0.963878632,0.819312891,0.648258147,0.804222187,0.214079306,0.857280462,0.896532349,0.81136619,0.27861615,0.631883127,0,0,1,0,73.625,209,31.125,74.25,12,1.54,4.57,26.5,112,6.94,4.23,4.58,0.658481091,61.18
Travis Rudolph - 47997,2016,3.18,1.89,-1.29,-1.69,2.51,6.79,3,100,42.79,0,0,0.659881103,0.766495425,0.595922299,0.972977842,0.725995316,0.81030445,0.790668348,0.57395064,0.7312196,0.972066142,0.74578584,0.869401188,0.805024884,0.638625783,0.880478407,0.860892599,0.551292342,0.630036924,0.656686467,0.427676995,0.514368277,1,0,1,0,71.75,189,31.88,73.25,12,1.57,4.65,31.5,114,6.93,4.46,4.434,0.823391197,51
Ezell Ruffin - 9706,2014,1.44,1.82,0.38,0.36,2.2,3.99,1,100,37.23,0,0,0.597009548,0.619682132,0.619682132,0.617546388,0.877679697,0.921275446,0.650513421,0.829580256,0.327688705,0.571520308,0.836570878,0.880638947,0.634933376,0.80052978,0.3441965,0.571520308,0.836570878,0.880638947,0.634933376,0.80052978,0.3441965,0,0,1,0,71.625,218,31.125,75.125,17,1.66,4.68,27.5,110,7.35,4.58,4.496,0.818844803,51
Antwan Goodley - 9843,2014,7.27,1.71,-5.56,-1.59,2.81,10.4,1,100,35.53,0,0,0.286074581,0.328303098,0.328303098,0.978922717,0.872815709,0.84110971,0.776436678,0.633399387,0.701495226,0.943008509,0.830791459,0.791940921,0.738079949,0.607721946,0.671857441,0.943008509,0.830791459,0.791940921,0.738079949,0.607721946,0.671857441,1,0,1,0,70.25,209,30.75,77.5,10.8,1.56,4.44,33.8,123.8,6.972,4.324,4.482,0.78288696,77.08
Omar Bayless - 25522,2019,7.97,1.48,-6.49,-2.17,7.21,26.33,3,38.29,80.53,0,0,0.306611421,0.571921657,0.157890512,0.916591605,0.727976941,0.74148802,0.889749595,0.740947577,0.571969015,0.994862739,0.877668968,0.965162948,0.957457056,0.787445818,0.785358806,0.538850538,0.40166961,0.143843314,0.46716969,0.496066784,0.27861615,0,0,1,0,72.75,212,31.875,76.875,11,1.55,4.62,36,123,7.35,4.5,4.56,0.865135359,64.03
Josh Malone - 11883,2016,5.4,1.37,-4.03,-9.66,1.1,17.83,2,100,26.09,0,0,0.200324266,0.311285921,0.184379515,0.917852639,0.472347325,0.62691407,0.76598811,0.813186813,0.636281751,0.935864505,0.544790496,0.893161021,0.930085086,0.860250441,0.685984909,0.716728207,0.362257184,0.257344678,0.404800128,0.711350136,0.529780061,1,0,1,0,74.75,208,31.38,76.63,10,1.54,4.4,30.5,121,7.05,4.19,4.444,0.476005373,78
Joe Reed - 40221,2019,0.75,1.35,0.6,-1.71,5.35,18.08,3,36.04,85.83,3,1,0.759142497,0.761037085,0.695938353,0.752657179,0.62691407,0.775355792,0.836966312,0.334894614,0.952621149,0.969096163,0.818991812,0.937871247,0.947503612,0.813051854,0.979531225,0.064857923,0.262481939,0.364665275,0,0.056188794,0.671857441,1,0,0,1,72.5,224,31.125,75.375,21,1.55,4.47,38,123,7.056,4.17,4.47,0.641328787,87
Jerome Lane - 26262,2016,4.63,1.2,-3.43,-0.73,8.44,28.86,2,100,57.9,0,0,0.027742749,0.056349334,0.027532509,0.927940912,0.915510719,0.965952081,0.906503333,0.865069357,0.782021257,0.946540376,0.937871247,0.965162948,0.956814898,0.849574571,0.845240006,0.71576497,0.83071119,0.898699631,0.732701878,0.826055547,0.599293627,0,0,1,0,74.5,226,31.5,76.88,16,1.54,4.6,35,125,6.87,4.12,4.474,0.811198595,80.89
Elijah Higgins - 98027,2022,6.35,1.15,-5.2,-1.12,1.86,6.07,3,26.99,51.63,3,1,0.670509818,0.773960507,0.270187831,0.692667988,0.697712124,0.458656098,0.479373086,0.739326248,0.343721852,0.922058115,0.783352063,0.711430406,0.714641194,0.993979772,0.820918285,0.079065661,0.003531867,0.001605394,0,0.140793065,0.0026489,1,1,0,0,75,235,31.75,77.75,20.2,1.56,4.54,35,126,7.01,4.324,4.47,0.456579872,78.94
Aaron Fuller - 47537,2019,5.65,0.91,-4.74,-10.26,-1.6,4.39,4,58.45,44.77,0,0,0.678076022,0.855996147,0.562690641,0.880021618,0.767249144,0.658980364,0.644388398,0.584579355,0.435957485,0.92623214,0.882244341,0.853588056,0.803660299,0.627709103,0.685984909,0.612377589,0.283592872,0.292904158,0.405763365,0.484588216,0.265853267,1,0,1,0,70.75,188,29.75,73.25,11.6,1.59,4.59,34,118,7.14,4.344,4.49,0.719030791,53.01
Mario Alford - 9671,2014,6.08,0.75,-5.33,-0.21,3.83,12.45,1,100,27.43,0,0,0.099081247,0.128832878,0.128832878,0.997838227,0.64979283,0.716627635,0.890290038,0.485498108,0.879661322,0.996147054,0.611334083,0.671536362,0.84708621,0.476079628,0.845240006,0.996147054,0.611334083,0.671536362,0.84708621,0.476079628,0.845240006,1,0,1,0,68.5,180,31.25,74.375,13,1.64,4.43,34,121,6.64,4.07,4.41,0.432814631,71.66
Titus Davis - 10126,2014,3.74,0.66,-3.08,-4.53,2.02,9.66,1,100,65.11,0,0,0.413258872,0.45352384,0.45352384,0.854800937,0.9920735,0.990632319,0.994235273,0.743289497,0.435957485,0.763846524,0.986193611,0.982099856,0.989966287,0.711350136,0.446139027,0.763846524,0.986193611,0.982099856,0.989966287,0.711350136,0.446139027,0,0,1,0,72.75,196,29.625,72.25,10.6,1.6,4.51,32.5,119,7.14,4.28,4.418,0.989127919,60.96
Deon Long - 10102,2014,0.56,0.15,-0.41,-7.08,-0.95,2.91,1,100,21.5,0,0,0.052062691,0.073366511,0.073366511,0.981084489,0.748513781,0.530354891,0.376148442,0.427490542,0.558998379,0.949831434,0.703724514,0.504816182,0.427757264,0.427676995,0.548242093,0.949831434,0.703724514,0.504816182,0.427757264,0.427676995,0.548242093,1,0,1,0,71.625,192,31,73.25,12,1.6,4.51,34,120,6.98,4.27,4.436,0.478071916,61.4
Quadree Henderson - 48008,2017,3.12,0.13,-2.99,-8.16,-1.13,4.38,1,100,3.82,1,1,0.655197262,0.715042543,0.581714561,0.673572329,0.313096739,0.527832823,0.302287876,0.114393803,0.907404071,0.789211751,0.701798041,0.695697544,0.391154278,0.26769947,0.963718093,0.391395087,0.204527211,0.289051212,0,0.051693691,0.599293627,1,0,0,1,68,192,29.5,71.625,12,1.57,4.5,32.5,120,6.89,4.28,4.436,0.031698698,61.37
Jeff Thomas - 61425,2019,5.13,0.02,-5.11,-6.48,5.24,22.15,2,51.37,51.27,0,0,0.60709782,0.741290737,0.489645208,0.761844713,0.640785444,0.783642587,0.655737705,0.798234552,0.775355792,0.70227966,0.897415315,0.900224755,0.695777813,0.947503612,0.804222187,0.66928881,0.289853909,0.57641676,0.534114625,0.557071761,0.685984909,1,0,1,0,68.875,170,30.375,73,10.6,1.51,4.45,36.5,125,6.982,4.308,4.5,0.430954743,74.04
Cornell Powell - 40689,2020,6.9,-0.39,-7.29,-9.75,2.47,21.15,2,41.38,41.9,0,0,0.435777337,0.661342109,0.091668004,0.484237074,0.631237615,0.599531616,0.785984507,0.204827959,0.656278148,0.934098571,0.835928721,0.847327019,0.86057152,0.675389308,0.785358806,0.087172901,0.196419971,0.164713437,0,0.019746348,0.3441965,1,0,1,0,72.25,204,32.75,78.75,12,1.546,4.564,33.1,122.6,7.198,4.382,4.54,0.361932217,68.34
Quartney Davis - 39931,2019,1.13,-0.62,-1.75,-8.22,1.4,15.74,2,29.85,37.38,0,0,0.588722753,0.740889388,0.190480013,0.837867051,0.702215817,0.310934967,0.740226986,0.516483516,0.194739687,0.93722909,0.806309199,0.620725638,0.800850859,0.648258147,0.548242093,0.087172901,0.06838979,0.001605394,0,0.427676995,0.0026489,1,0,1,0,73.25,201,31.375,75.75,11.8,1.53,4.54,35.5,120.6,7.058,4.344,4.46,0.576852656,65.54
Scott Harding - 14329,2014,3.78,-1.5,-5.28,-5.29,-1.31,3.73,1,100,10.31,0,0,0.915871014,0.886177557,0.886177557,0.835164835,0.835344983,0.696991533,0.647631057,0.439740587,0.420284633,0.747471504,0.794268743,0.653636218,0.633087173,0.437951517,0.431931289,0.747471504,0.794268743,0.653636218,0.633087173,0.437951517,0.431931289,0,0,1,0,71.75,211,31,75.875,17,1.67,4.65,34,118,7.51,4.5,4.472,0.260051664,54.13
Dres Anderson - 9690,2014,0.97,-7.86,-8.83,-11.61,-6.41,0.43,1,100,9.18,0,0,0.267339218,0.309038369,0.309038369,0.700954783,0.691587101,0.705638624,0.873176004,0.847595028,0.309673933,0.632685824,0.65026489,0.661984267,0.832316584,0.820195858,0.329105795,0.632685824,0.65026489,0.661984267,0.832316584,0.820195858,0.329105795,1,0,1,0,73.125,187,31.625,74.5,13,1.594,4.542,32.9,120.6,6.982,4.258,4.436,0.230086795,68.78
Tavares Martin - 48314,2017,4.98,-8.32,-13.3,-13.53,-8.15,-1.63,3,89.88,51.51,1,0.33,0.109529814,0.36611013,0.02721143,0.955503513,0.649072239,0.563502072,0.799135291,0.150063052,0.791388939,0.993738963,0.791860652,0.742013164,0.854230214,0.347648098,0.838497351,0.457858404,0.445978488,0.302937871,0.518863381,0.032268422,0.685984909,1,0,0,1,72.625,177,32.125,75.75,10.4,1.65,4.8,31.5,116.6,7.034,4.322,4.434,0.667780533,51
Christion Jones - 9816,2014,4.84,-19.71,-24.55,-22.38,-17.54,-9.64,1,100,0.17,0,0,0.650873716,0.650987317,0.650987317,0.785263916,0.140875518,0.342460818,0.35020717,0.610700775,0.735002702,0.705410178,0.160298603,0.339781666,0.40704768,0.587574249,0.700433456,0.705410178,0.160298603,0.339781666,0.40704768,0.587574249,0.700433456,1,0,1,0,70.125,182,30,73,8,1.62,4.63,32.5,119,6.91,4.19,4.45,0.012066543,51
